,dataset,walk_strategy,walk_length,dimension,window,learning_methd,training_algorithms,n_sentences,simlarity_value,cdt_similarity,natt_sim,y_true,y_pred,F1_score,recall,precision,s1(source),s2(target),it,execution_time,Dataset,relation,relation2
34,assays_horizontal_50_ec_av,deepwalk,700,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['assay_id', 'chembl_id', 'description', 'doc_id', 'assay_tissue', 'tissue_id', 'assay_organism', 'assay_tax_id', 'tid', 'bao_format', 'relationship_type', 'assay_type', 'curated_by', 'confidence_score', 'assay_test_type', 'cell_id', 'assay_cell_type', 'assay_subcellular_fraction', 'assay_strain', 'src_id']",9,0 days 00:01:42.069260,tests_stability,assays_horizontal_50_ec_av,dataframes
35,amazon_google_exp,deepwalk,700,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.0,1.0,1.0,"['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0,0 days 00:00:40.056419,tests_stability,amazon_google_exp,dataframes
36,prospect_horizontal_50_ec_av,deepwalk,700,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country', 'Phone', 'Income', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'Age', 'CreditRating', 'OwnOrRentFlag', 'Employer', 'NumberCreditCards', 'NetWorth']","['AgencyID', 'FirstName', 'LastName', 'PostalCode', 'Phone', 'Income', 'AddressLine2', 'NetWorth', 'AddressLine1', 'Employer', 'CreditRating', 'City', 'Age', 'State', 'MiddleInitial', 'Gender', 'NumberCreditCards', 'NumberChildren', 'NumberCars', 'MaritalStatus', 'OwnOrRentFlag', 'Country']",8,0 days 00:01:46.087468,tests_stability,prospect_horizontal_50_ec_av,dataframes
37,assays_horizontal_0_ec_ev,deepwalk,700,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['assay_id', 'chembl_id', 'description', 'doc_id', 'assay_tissue', 'tissue_id', 'assay_organism', 'assay_tax_id', 'tid', 'bao_format', 'confidence_score', 'assay_type', 'relationship_type', 'curated_by', 'assay_test_type', 'cell_id', 'assay_cell_type', 'assay_strain', 'src_id', 'assay_subcellular_fraction']",0,0 days 00:01:43.885997,tests_stability,assays_horizontal_0_ec_ev,dataframes
38,amazon_google_exp,deepwalk,700,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.0,1.0,1.0,"['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",7,0 days 00:00:40.103899,tests_stability,amazon_google_exp,dataframes
39,prospect_horizontal_50_ec_av,deepwalk,700,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country', 'Phone', 'Income', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'Age', 'CreditRating', 'OwnOrRentFlag', 'Employer', 'NumberCreditCards', 'NetWorth']","['AgencyID', 'LastName', 'FirstName', 'PostalCode', 'AddressLine2', 'AddressLine1', 'NetWorth', 'Phone', 'Income', 'Employer', 'CreditRating', 'City', 'Age', 'State', 'MiddleInitial', 'Gender', 'NumberCreditCards', 'NumberChildren', 'MaritalStatus', 'NumberCars', 'OwnOrRentFlag', 'Country']",1,0 days 00:01:45.463189,tests_stability,prospect_horizontal_50_ec_av,dataframes
40,musicians_unionable,deepwalk,700,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",0.86,0.75,1.0,"['musician', 'musicianLabel', 'genderLabel', 'birthDate', 'cityLabel', 'familyNameLabel', 'givenNameLabel', 'fatherLabel', 'motherLabel', 'partner', 'numberOfChildren', 'genreLabel', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'twitterUsername', 'city', 'geniusNameLabel', 'forename', 'spouse', 'recordCompany', 'fatherName', 'motherName', 'residence', 'kind', 'kickoff', 'ethnicity', 'religionLabel', 'NChildren', 'genderType']",8,0 days 00:01:26.756337,tests_stability,Musicians_unionable,dataframes
41,musicians_unionable,deepwalk,700,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.92,0.85,1.0,"['musician', 'musicianLabel', 'genderLabel', 'birthDate', 'cityLabel', 'familyNameLabel', 'givenNameLabel', 'fatherLabel', 'motherLabel', 'partner', 'numberOfChildren', 'genreLabel', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'twitterUsername', 'city', 'geniusNameLabel', 'forename', 'spouse', 'recordCompany', 'fatherName', 'motherName', 'residence', 'kind', 'kickoff', 'ethnicity', 'religionLabel', 'NChildren', 'genderType']",0,0 days 00:01:30.719879,tests_stability,Musicians_unionable,dataframes
42,beeradvo_ratebeer,deepwalk,700,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",1.0,1.0,1.0,"['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",7,0 days 00:00:36.868461,tests_stability,beeradvo_ratebeer,dataframes
43,assays_horizontal_50_ec_av,deepwalk,700,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['chembl_id', 'assay_id', 'description', 'doc_id', 'assay_tissue', 'tissue_id', 'assay_tax_id', 'assay_organism', 'tid', 'bao_format', 'relationship_type', 'assay_type', 'confidence_score', 'assay_test_type', 'curated_by', 'cell_id', 'assay_cell_type', 'assay_subcellular_fraction', 'assay_strain', 'src_id']",8,0 days 00:01:41.930571,tests_stability,assays_horizontal_50_ec_av,dataframes
44,dblp_acm,deepwalk,700,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",1.0,1.0,1.0,"['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",4,0 days 00:00:48.647206,tests_stability,dblp_acm,dataframes
45,musicians_unionable,deepwalk,700,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.92,0.85,1.0,"['musician', 'musicianLabel', 'genderLabel', 'birthDate', 'cityLabel', 'familyNameLabel', 'givenNameLabel', 'fatherLabel', 'motherLabel', 'partner', 'numberOfChildren', 'genreLabel', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'twitterUsername', 'city', 'geniusNameLabel', 'forename', 'spouse', 'recordCompany', 'fatherName', 'motherName', 'residence', 'kind', 'kickoff', 'ethnicity', 'religionLabel', 'NChildren', 'genderType']",5,0 days 00:01:29.716011,tests_stability,Musicians_unionable,dataframes
46,prospect_horizontal_50_ec_av,deepwalk,700,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country', 'Phone', 'Income', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'Age', 'CreditRating', 'OwnOrRentFlag', 'Employer', 'NumberCreditCards', 'NetWorth']","['FirstName', 'AgencyID', 'LastName', 'PostalCode', 'AddressLine2', 'Phone', 'AddressLine1', 'NetWorth', 'Income', 'Employer', 'CreditRating', 'City', 'Age', 'State', 'MiddleInitial', 'Gender', 'NumberCreditCards', 'NumberChildren', 'NumberCars', 'MaritalStatus', 'OwnOrRentFlag', 'Country']",5,0 days 00:01:48.470493,tests_stability,prospect_horizontal_50_ec_av,dataframes
47,assays_horizontal_100_ec_av,deepwalk,700,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['assay_id', 'chembl_id', 'description', 'doc_id', 'assay_tissue', 'tissue_id', 'assay_organism', 'assay_tax_id', 'tid', 'bao_format', 'confidence_score', 'assay_type', 'assay_test_type', 'relationship_type', 'curated_by', 'assay_cell_type', 'cell_id', 'assay_subcellular_fraction', 'src_id', 'assay_strain']",5,0 days 00:01:34.562846,tests_stability,assays_horizontal_100_ec_av,dataframes
48,assays_horizontal_0_ec_ev,deepwalk,700,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['assay_id', 'chembl_id', 'description', 'doc_id', 'assay_tissue', 'tissue_id', 'assay_tax_id', 'assay_organism', 'tid', 'bao_format', 'confidence_score', 'assay_type', 'relationship_type', 'curated_by', 'assay_test_type', 'cell_id', 'assay_cell_type', 'assay_strain', 'assay_subcellular_fraction', 'src_id']",5,0 days 00:01:42.683973,tests_stability,assays_horizontal_0_ec_ev,dataframes
49,fodors_zagats,deepwalk,700,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['id', 'name', 'class', 'phone', 'addr', 'type', 'city']",1,0 days 00:00:30.952587,tests_stability,fodors_zagats,dataframes
50,beeradvo_ratebeer,deepwalk,700,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",1.0,1.0,1.0,"['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",5,0 days 00:00:35.812069,tests_stability,beeradvo_ratebeer,dataframes
51,prospect_horizontal_50_ec_av,deepwalk,700,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country', 'Phone', 'Income', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'Age', 'CreditRating', 'OwnOrRentFlag', 'Employer', 'NumberCreditCards', 'NetWorth']","['FirstName', 'LastName', 'AgencyID', 'Phone', 'NetWorth', 'AddressLine2', 'PostalCode', 'AddressLine1', 'Income', 'Employer', 'CreditRating', 'City', 'Age', 'State', 'MiddleInitial', 'Gender', 'NumberCreditCards', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'OwnOrRentFlag', 'Country']",9,0 days 00:01:44.675489,tests_stability,prospect_horizontal_50_ec_av,dataframes
52,assays_horizontal_0_ec_ev,deepwalk,700,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['chembl_id', 'assay_id', 'description', 'doc_id', 'assay_tissue', 'tissue_id', 'assay_organism', 'assay_tax_id', 'tid', 'bao_format', 'relationship_type', 'assay_type', 'confidence_score', 'curated_by', 'assay_test_type', 'cell_id', 'assay_cell_type', 'assay_strain', 'assay_subcellular_fraction', 'src_id']",2,0 days 00:01:42.716515,tests_stability,assays_horizontal_0_ec_ev,dataframes
53,musicians_unionable,deepwalk,700,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.92,0.85,1.0,"['musician', 'musicianLabel', 'genderLabel', 'birthDate', 'cityLabel', 'familyNameLabel', 'givenNameLabel', 'fatherLabel', 'motherLabel', 'partner', 'numberOfChildren', 'genreLabel', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'twitterUsername', 'city', 'geniusNameLabel', 'forename', 'spouse', 'recordCompany', 'fatherName', 'motherName', 'residence', 'kind', 'kickoff', 'ethnicity', 'religionLabel', 'NChildren', 'genderType']",7,0 days 00:01:28.996302,tests_stability,Musicians_unionable,dataframes
54,assays_horizontal_0_ec_ev,deepwalk,700,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['chembl_id', 'assay_id', 'description', 'doc_id', 'assay_tissue', 'tissue_id', 'assay_tax_id', 'assay_organism', 'tid', 'bao_format', 'confidence_score', 'relationship_type', 'assay_test_type', 'assay_type', 'curated_by', 'assay_cell_type', 'cell_id', 'assay_strain', 'assay_subcellular_fraction', 'src_id']",4,0 days 00:01:38.260965,tests_stability,assays_horizontal_0_ec_ev,dataframes
55,prospect_horizontal_0_ec_av,deepwalk,700,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country', 'Phone', 'Income', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'Age', 'CreditRating', 'OwnOrRentFlag', 'Employer', 'NumberCreditCards', 'NetWorth']","['AgencyID', 'FirstName', 'LastName', 'AddressLine2', 'PostalCode', 'Phone', 'NetWorth', 'Income', 'AddressLine1', 'Employer', 'CreditRating', 'City', 'Age', 'State', 'MiddleInitial', 'Gender', 'NumberCreditCards', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'OwnOrRentFlag', 'Country']",9,0 days 00:01:42.464408,tests_stability,prospect_horizontal_0_ec_av,dataframes
56,musicians_unionable,deepwalk,700,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.92,0.85,1.0,"['musician', 'musicianLabel', 'genderLabel', 'birthDate', 'cityLabel', 'familyNameLabel', 'givenNameLabel', 'fatherLabel', 'motherLabel', 'partner', 'numberOfChildren', 'genreLabel', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'twitterUsername', 'city', 'geniusNameLabel', 'forename', 'spouse', 'recordCompany', 'fatherName', 'motherName', 'residence', 'kind', 'kickoff', 'ethnicity', 'religionLabel', 'NChildren', 'genderType']",3,0 days 00:01:31.155931,tests_stability,Musicians_unionable,dataframes
57,dblp_acm,deepwalk,700,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",1.0,1.0,1.0,"['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",8,0 days 00:00:45.773014,tests_stability,dblp_acm,dataframes
58,beeradvo_ratebeer,deepwalk,700,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",1.0,1.0,1.0,"['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",4,0 days 00:00:36.710587,tests_stability,beeradvo_ratebeer,dataframes
59,prospect_horizontal_0_ec_av,deepwalk,700,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country', 'Phone', 'Income', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'Age', 'CreditRating', 'OwnOrRentFlag', 'Employer', 'NumberCreditCards', 'NetWorth']","['FirstName', 'AgencyID', 'LastName', 'PostalCode', 'Phone', 'NetWorth', 'AddressLine1', 'AddressLine2', 'Income', 'Employer', 'CreditRating', 'City', 'Age', 'State', 'MiddleInitial', 'Gender', 'NumberCreditCards', 'NumberChildren', 'NumberCars', 'MaritalStatus', 'OwnOrRentFlag', 'Country']",2,0 days 00:01:44.983084,tests_stability,prospect_horizontal_0_ec_av,dataframes
60,assays_horizontal_0_ec_ev,deepwalk,700,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['chembl_id', 'assay_id', 'description', 'doc_id', 'assay_tissue', 'tissue_id', 'assay_tax_id', 'assay_organism', 'tid', 'bao_format', 'assay_type', 'confidence_score', 'relationship_type', 'assay_test_type', 'cell_id', 'curated_by', 'assay_cell_type', 'assay_strain', 'src_id', 'assay_subcellular_fraction']",7,0 days 00:01:42.904113,tests_stability,assays_horizontal_0_ec_ev,dataframes
61,beeradvo_ratebeer,deepwalk,700,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",1.0,1.0,1.0,"['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",8,0 days 00:00:37.129344,tests_stability,beeradvo_ratebeer,dataframes
62,beeradvo_ratebeer,deepwalk,700,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",1.0,1.0,1.0,"['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",9,0 days 00:00:36.917855,tests_stability,beeradvo_ratebeer,dataframes
63,beeradvo_ratebeer,deepwalk,700,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",1.0,1.0,1.0,"['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",3,0 days 00:00:35.598418,tests_stability,beeradvo_ratebeer,dataframes
64,assays_horizontal_50_ec_av,deepwalk,700,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['chembl_id', 'assay_id', 'description', 'doc_id', 'assay_tissue', 'tissue_id', 'assay_organism', 'assay_tax_id', 'tid', 'bao_format', 'confidence_score', 'relationship_type', 'assay_type', 'curated_by', 'assay_test_type', 'cell_id', 'assay_cell_type', 'assay_subcellular_fraction', 'assay_strain', 'src_id']",4,0 days 00:17:04.893629,tests_stability,assays_horizontal_50_ec_av,dataframes
65,prospect_horizontal_50_ec_av,deepwalk,700,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country', 'Phone', 'Income', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'Age', 'CreditRating', 'OwnOrRentFlag', 'Employer', 'NumberCreditCards', 'NetWorth']","['LastName', 'FirstName', 'AgencyID', 'PostalCode', 'Income', 'Phone', 'AddressLine2', 'NetWorth', 'AddressLine1', 'Employer', 'CreditRating', 'City', 'Age', 'State', 'MiddleInitial', 'Gender', 'NumberCreditCards', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'OwnOrRentFlag', 'Country']",2,0 days 00:01:45.556609,tests_stability,prospect_horizontal_50_ec_av,dataframes
